786,410
786,440
789,469
796,497
807,522
827,543
852,559
879,572
908,576
935,572
959,560
980,544
996,522
1006,495
1011,466
1014,437
1015,409
818,377
833,364
855,360
876,365
894,375
924,375
942,367
961,361
981,364
995,378
910,398
910,415
911,431
912,448
886,464
898,467
911,469
923,467
934,465
842,402
854,397
866,397
876,404
866,406
853,406
938,404
949,397
961,397
971,403
962,406
950,406
868,505
883,491
898,484
910,487
921,485
936,493
949,507
936,522
921,529
908,530
896,529
881,521
874,505
898,496
909,497
921,497
943,506
921,512
909,513
897,512
