809,410
810,440
814,470
820,499
831,525
851,547
876,563
904,577
933,580
961,575
985,560
1006,543
1022,521
1031,494
1035,466
1038,436
1039,409
842,376
857,363
878,360
898,365
916,375
947,376
965,367
984,360
1003,362
1017,376
934,399
934,416
935,432
936,449
909,466
922,468
935,471
947,469
959,467
865,402
877,397
890,398
900,405
889,407
876,406
962,405
973,398
984,398
994,403
985,407
973,407
890,507
905,493
922,486
934,489
945,487
960,495
972,509
959,524
945,531
932,533
919,531
904,524
896,507
921,498
933,499
945,499
967,508
944,514
932,515
920,514
