779,416
779,446
782,476
788,505
801,531
821,552
847,569
874,583
903,587
931,583
954,568
974,550
990,527
999,501
1004,473
1006,444
1007,416
810,386
826,373
847,369
868,375
887,385
916,386
934,376
954,371
974,373
988,388
902,408
903,424
904,440
905,457
878,472
891,475
904,478
916,476
928,474
835,411
846,406
859,406
869,413
858,415
846,415
930,413
941,407
953,407
964,412
954,416
942,415
860,514
874,500
889,493
902,497
914,495
929,502
941,516
929,532
914,539
901,540
888,538
873,531
866,514
889,505
902,506
914,506
936,515
914,523
901,523
888,521
