800,406
801,436
804,467
811,496
823,523
843,545
868,562
895,575
924,579
952,574
976,560
997,541
1013,518
1021,490
1026,461
1028,432
1029,404
830,378
846,363
869,360
890,365
909,375
939,375
957,366
977,361
997,363
1010,378
924,398
925,415
926,431
926,449
899,464
912,467
925,470
938,468
950,465
854,401
866,396
879,396
891,403
879,406
865,406
951,403
963,397
976,397
987,402
977,406
964,406
883,505
897,492
913,485
924,489
936,486
951,494
964,507
951,523
937,530
924,531
911,530
896,523
889,505
912,496
924,497
936,497
958,507
936,514
924,515
912,513
