808,409
809,439
812,469
819,497
830,523
850,545
875,562
902,575
931,579
958,573
982,560
1003,543
1019,521
1029,494
1034,465
1037,436
1038,408
839,377
855,363
876,359
897,365
914,375
947,375
964,365
984,359
1004,363
1017,376
931,399
932,415
933,432
934,448
907,465
920,468
933,470
945,468
957,466
863,402
875,397
887,398
898,405
887,407
874,407
960,405
971,397
983,397
993,403
984,406
972,407
889,506
904,491
920,485
931,488
943,486
958,493
971,507
958,523
943,531
930,532
918,530
903,523
895,506
920,496
931,497
943,497
965,507
943,514
931,515
919,514
