809,409
810,440
814,471
821,500
832,526
852,548
878,565
906,579
935,582
962,577
986,562
1006,544
1022,522
1031,494
1034,465
1037,435
1038,407
842,375
858,362
879,360
899,366
916,375
947,375
965,367
984,361
1004,363
1017,377
934,398
934,416
934,433
934,450
910,466
922,469
934,472
946,469
958,467
865,403
877,398
890,398
900,405
889,407
876,407
963,405
972,398
984,398
995,403
986,407
974,407
891,508
905,493
921,486
934,490
946,487
961,495
973,510
960,524
946,531
932,533
919,531
904,524
896,508
921,498
933,499
946,499
967,509
945,515
932,516
920,515
