803,408
805,438
808,468
815,497
826,524
845,546
869,563
896,577
927,582
955,577
979,562
1000,544
1016,520
1025,492
1029,463
1032,434
1034,406
836,378
852,363
873,359
895,365
913,375
943,377
961,367
980,360
1000,363
1014,377
929,400
929,416
930,432
931,449
905,466
917,468
930,471
942,469
954,466
861,403
871,398
884,398
895,405
884,408
871,407
957,405
967,398
980,398
990,403
981,408
968,408
888,507
903,493
918,486
929,489
940,487
955,494
967,508
955,523
940,530
928,531
916,530
901,523
894,507
917,498
929,499
940,499
962,508
940,514
928,515
917,514
