873,413
866,449
863,487
868,525
883,559
901,588
919,615
942,634
968,641
994,638
1020,619
1044,596
1067,571
1084,544
1098,515
1106,485
1110,456
922,379
942,376
961,376
979,380
996,391
1055,400
1068,394
1083,395
1095,399
1104,409
1019,436
1017,460
1015,484
1013,508
981,514
993,521
1005,527
1016,526
1025,523
933,419
952,414
970,418
978,434
963,435
946,429
1045,447
1062,436
1079,435
1088,446
1078,453
1062,451
934,548
956,537
980,536
995,540
1009,540
1022,545
1030,559
1015,581
999,591
984,592
968,589
948,576
938,549
977,548
992,550
1006,551
1025,559
1003,575
989,577
974,574
