810,440
813,478
819,519
832,555
854,587
882,609
913,628
947,640
978,639
1002,628
1019,602
1035,572
1050,542
1062,509
1071,478
1072,445
1067,413
859,392
881,384
903,379
926,379
949,385
1006,382
1020,370
1035,362
1051,359
1064,364
982,423
987,449
992,475
998,500
963,515
979,518
992,522
1002,517
1010,510
884,430
903,421
923,419
936,432
921,437
902,437
1007,424
1023,408
1039,403
1050,409
1043,421
1026,424
924,561
949,544
974,537
988,538
1000,534
1011,536
1020,544
1011,570
999,586
985,591
970,592
946,585
930,560
974,550
987,549
999,547
1013,547
998,567
985,572
972,573
