788,450
791,488
798,529
814,566
835,598
863,622
893,640
928,652
959,650
983,637
1001,610
1017,579
1031,548
1042,515
1052,483
1052,451
1047,420
839,395
861,387
881,382
904,382
926,388
988,383
1001,370
1014,364
1028,361
1041,364
961,427
967,454
972,481
978,507
943,522
958,525
972,529
982,524
989,518
862,435
882,425
902,424
915,437
900,442
880,442
989,429
1004,413
1021,409
1032,415
1024,426
1008,430
903,571
929,553
954,545
967,547
980,542
991,545
999,553
990,578
979,592
965,597
950,599
926,593
910,569
953,560
967,559
980,557
992,556
978,571
965,576
951,578
