816,431
818,469
824,509
836,546
856,577
883,601
913,621
947,635
978,635
1003,624
1022,599
1038,569
1053,537
1065,505
1074,473
1076,440
1070,409
864,390
885,382
907,378
930,378
952,385
1009,382
1024,370
1039,363
1055,360
1068,366
984,422
989,448
993,474
998,500
964,514
979,517
993,521
1004,516
1012,510
888,428
907,419
926,417
940,429
925,434
906,434
1011,422
1026,407
1043,402
1054,408
1046,419
1030,422
925,557
951,542
976,535
989,537
1001,532
1013,534
1021,542
1012,567
1000,582
986,586
971,588
948,580
931,556
975,548
988,548
1001,545
1014,545
999,562
986,567
973,568
