835,423
832,459
832,497
839,533
855,565
875,593
899,617
927,636
955,642
981,636
1005,614
1027,589
1048,562
1064,532
1077,501
1083,470
1084,439
875,387
898,382
919,381
941,384
961,394
1018,398
1034,389
1052,385
1069,387
1082,396
987,433
987,459
986,485
986,511
956,520
968,526
981,532
992,528
1001,523
897,428
916,425
932,426
945,436
929,437
912,434
1017,440
1034,432
1049,430
1061,435
1049,441
1034,442
918,559
940,551
962,548
974,552
986,549
998,553
1009,561
995,583
980,594
968,596
953,594
934,583
925,560
960,562
973,563
984,563
1001,563
982,575
970,577
957,576
