884,419
874,451
869,487
870,520
879,553
892,583
906,612
926,634
951,645
978,644
1005,629
1030,609
1055,587
1075,562
1091,534
1102,504
1108,474
923,384
944,380
964,381
983,387
999,401
1052,411
1068,406
1085,408
1099,416
1107,428
1017,444
1014,468
1010,492
1006,516
974,521
985,528
996,535
1007,535
1017,533
933,424
952,419
970,424
979,441
963,440
946,435
1042,457
1062,446
1078,447
1087,460
1077,465
1060,462
930,556
951,546
974,545
985,551
999,551
1012,559
1020,572
1003,591
986,600
972,600
958,597
941,583
936,558
970,558
982,561
996,563
1013,572
991,583
977,583
965,580
