924,354
927,401
932,449
941,495
955,539
977,580
1005,614
1036,642
1076,652
1120,646
1160,622
1196,588
1225,546
1244,501
1256,451
1263,397
1264,342
936,323
954,302
982,298
1012,304
1041,318
1092,313
1123,295
1158,286
1194,288
1221,311
1067,359
1066,391
1064,423
1063,456
1038,479
1052,484
1067,488
1085,484
1103,477
968,367
984,357
1008,357
1030,373
1007,381
983,381
1119,369
1140,352
1165,349
1185,359
1167,375
1142,376
1020,539
1039,533
1056,526
1071,529
1085,525
1109,531
1138,538
1112,560
1088,569
1072,572
1056,569
1039,558
1032,541
1056,538
1070,539
1086,538
1126,540
1087,548
1072,550
1057,547
