922,330
916,376
912,423
911,470
914,517
925,562
944,600
970,631
1007,648
1054,650
1102,636
1146,611
1181,578
1207,538
1225,495
1242,447
1255,395
946,304
965,289
992,291
1019,302
1044,319
1099,327
1132,318
1166,317
1199,327
1220,357
1062,362
1053,394
1044,427
1034,460
1008,473
1019,483
1032,492
1050,490
1069,487
966,352
982,344
1005,348
1023,366
1000,370
977,366
1113,382
1136,371
1161,375
1178,389
1158,399
1133,394
975,526
994,526
1012,526
1027,532
1043,532
1065,542
1091,555
1060,563
1035,563
1018,560
1003,553
987,542
983,529
1009,537
1024,543
1040,545
1081,553
1039,544
1023,541
1008,536
