919,359
921,409
928,458
935,505
949,549
969,593
995,631
1026,662
1068,673
1113,665
1153,639
1187,605
1215,563
1236,518
1249,469
1258,415
1263,361
944,339
962,318
990,315
1020,320
1049,335
1102,332
1131,315
1165,309
1198,312
1220,334
1074,370
1072,404
1070,437
1068,471
1038,489
1054,496
1071,501
1089,496
1107,488
978,380
994,376
1013,375
1034,381
1014,386
995,387
1125,381
1145,375
1164,376
1182,380
1163,387
1143,386
1016,549
1035,539
1056,533
1072,536
1089,532
1112,536
1136,549
1114,574
1091,585
1072,588
1055,586
1034,574
1025,549
1056,544
1072,546
1089,544
1127,549
1090,564
1073,567
1056,565
