923,353
925,401
931,449
940,496
954,541
976,582
1005,617
1039,646
1080,655
1124,645
1164,618
1198,583
1225,542
1242,497
1251,449
1259,398
1262,347
941,334
962,316
991,313
1021,318
1049,331
1098,327
1130,310
1164,304
1199,307
1226,329
1074,363
1072,396
1070,430
1068,464
1042,480
1056,487
1072,493
1090,487
1108,480
971,366
988,352
1014,354
1034,375
1011,382
986,381
1126,372
1146,350
1171,347
1191,361
1175,377
1149,379
1019,539
1040,536
1058,531
1074,535
1090,530
1113,534
1142,537
1115,556
1093,566
1076,569
1059,566
1040,556
1030,542
1058,542
1074,544
1091,541
1131,540
1092,546
1075,549
1059,547
