926,350
928,399
935,448
943,497
957,542
981,584
1009,621
1042,651
1082,661
1125,653
1164,623
1199,587
1227,546
1246,499
1256,449
1263,396
1267,343
946,319
965,299
995,296
1026,302
1054,318
1104,312
1136,294
1170,286
1205,290
1228,315
1078,357
1076,391
1074,424
1071,458
1046,477
1060,484
1075,490
1093,485
1109,477
977,362
994,349
1018,351
1039,372
1016,378
992,377
1129,370
1149,348
1174,345
1193,358
1177,374
1152,377
1022,538
1041,530
1060,525
1075,530
1093,525
1116,531
1143,539
1118,565
1095,578
1076,580
1060,576
1040,562
1034,541
1060,540
1075,542
1093,540
1131,542
1094,553
1076,555
1060,552
