924,363
926,414
931,467
940,516
958,559
984,600
1014,638
1047,672
1085,684
1125,676
1163,646
1198,609
1227,565
1247,519
1257,469
1265,415
1268,362
944,344
968,328
999,330
1028,339
1055,356
1120,355
1148,337
1180,328
1215,328
1241,350
1087,397
1086,434
1084,469
1083,506
1055,518
1070,524
1085,528
1103,524
1119,518
977,394
997,384
1023,386
1044,406
1020,412
994,410
1139,406
1160,387
1185,385
1204,394
1188,411
1162,413
1029,560
1050,555
1073,553
1089,557
1107,553
1131,556
1157,562
1132,595
1107,612
1088,615
1069,611
1047,592
1037,561
1073,563
1089,567
1107,565
1148,563
1106,591
1087,595
1070,591
