920,354
923,403
930,454
938,502
951,548
972,590
999,628
1032,656
1074,666
1119,657
1160,629
1193,594
1220,550
1238,506
1248,457
1256,405
1259,352
941,337
962,319
991,317
1021,322
1050,335
1101,332
1130,315
1164,308
1199,311
1225,334
1075,369
1073,402
1070,435
1068,468
1041,488
1055,494
1071,499
1089,494
1107,487
972,373
989,361
1013,362
1033,379
1011,386
988,386
1126,377
1147,358
1171,357
1191,367
1173,382
1148,384
1016,548
1037,541
1059,534
1074,536
1090,532
1113,535
1141,544
1115,567
1092,579
1074,582
1058,580
1036,569
1026,549
1059,548
1074,549
1090,546
1131,546
1091,558
1074,561
1059,559
