787,542
801,604
819,662
840,715
870,764
909,811
954,848
1000,875
1051,875
1096,857
1127,815
1158,770
1182,720
1198,667
1207,612
1213,554
1214,495
819,533
849,513
888,511
929,516
970,528
1040,526
1074,507
1110,492
1148,485
1180,497
1012,561
1019,602
1025,643
1032,685
983,701
1007,708
1033,713
1057,702
1076,690
874,579
898,578
922,574
950,572
926,581
901,586
1066,563
1091,560
1115,559
1140,555
1117,565
1093,567
965,765
994,759
1020,752
1041,755
1061,746
1086,742
1108,739
1092,775
1071,796
1048,803
1026,804
997,795
979,767
1022,762
1042,762
1063,755
1095,745
1066,766
1044,773
1024,773
