869,486
870,551
870,616
877,678
904,732
949,778
1002,813
1057,841
1109,846
1151,831
1179,791
1204,753
1227,712
1245,670
1261,628
1271,586
1277,541
965,468
1007,456
1051,458
1092,471
1131,491
1185,500
1210,489
1237,484
1263,482
1280,495
1153,532
1157,570
1163,607
1168,646
1101,662
1124,670
1147,679
1167,673
1185,664
1010,515
1039,512
1065,513
1081,528
1059,530
1034,526
1189,537
1213,530
1234,532
1248,539
1231,544
1211,542
1040,714
1080,711
1117,709
1137,716
1154,711
1173,714
1187,716
1167,748
1149,767
1130,770
1107,767
1074,752
1052,718
1114,724
1135,727
1152,724
1178,720
1151,737
1134,742
1112,739
