868,489
868,552
869,617
876,678
903,732
947,778
999,813
1055,839
1106,844
1147,831
1177,792
1203,755
1226,714
1243,671
1259,628
1269,585
1274,539
963,469
1005,456
1049,457
1091,470
1130,492
1180,496
1204,481
1232,474
1259,473
1277,489
1151,530
1155,568
1160,606
1165,646
1098,662
1122,670
1145,679
1164,674
1182,665
1005,514
1035,507
1062,509
1080,528
1055,529
1029,525
1185,537
1211,523
1233,524
1248,535
1231,542
1208,540
1035,714
1077,712
1114,708
1134,716
1150,710
1168,713
1184,716
1164,748
1145,767
1127,769
1105,767
1072,751
1049,718
1111,725
1132,727
1148,725
1173,720
1147,738
1131,742
1110,740
