1613,228
1614,237
1615,247
1617,256
1621,265
1626,273
1634,279
1642,283
1652,284
1661,283
1669,278
1676,272
1681,264
1685,254
1687,244
1687,235
1687,225
1622,219
1627,216
1633,215
1639,215
1645,217
1656,217
1661,214
1668,213
1674,214
1678,217
1651,223
1651,228
1652,233
1652,239
1645,245
1648,246
1652,247
1655,246
1658,244
1630,225
1634,223
1638,222
1642,225
1638,226
1634,226
1660,224
1664,221
1668,221
1672,223
1668,225
1664,225
1640,260
1644,256
1649,254
1652,254
1655,254
1660,255
1664,259
1660,263
1655,265
1652,265
1649,265
1644,263
1642,259
1649,257
1652,257
1655,257
1662,259
1655,261
1652,261
1649,261
