1614,226
1614,236
1615,245
1617,255
1621,264
1626,272
1633,279
1642,283
1651,284
1660,283
1669,278
1676,272
1681,264
1685,254
1687,244
1688,235
1688,225
1622,219
1627,216
1633,214
1639,215
1645,217
1656,217
1662,214
1668,213
1674,214
1679,217
1651,223
1651,228
1651,234
1651,239
1644,245
1648,246
1651,247
1655,246
1658,245
1629,225
1633,222
1638,222
1641,225
1637,226
1633,226
1660,224
1664,221
1668,221
1672,223
1668,225
1664,225
1639,260
1644,256
1648,254
1651,255
1654,254
1659,256
1664,259
1660,263
1655,265
1651,265
1648,265
1643,263
1641,260
1648,257
1651,258
1654,257
1662,259
1654,261
1651,261
1648,261
