869,481
869,546
870,610
877,672
902,725
945,772
998,808
1053,836
1103,842
1145,830
1175,793
1202,755
1226,713
1243,669
1260,625
1272,582
1277,536
961,465
1004,453
1050,457
1091,469
1131,489
1182,501
1209,490
1237,485
1264,482
1283,496
1152,530
1156,567
1161,605
1166,644
1100,659
1123,668
1146,676
1166,672
1183,662
1008,515
1038,513
1063,513
1080,527
1057,529
1033,525
1188,537
1213,531
1234,533
1249,539
1231,545
1210,541
1039,712
1078,708
1115,705
1136,714
1152,708
1169,713
1182,717
1163,748
1145,765
1127,767
1104,764
1072,747
1052,715
1112,723
1134,726
1149,725
1172,721
1148,734
1131,737
1109,734
